key,affinity,fold0,fold1,fold2,fold3,fold4
2MFG_10_RNA_B_D_2MFG_10_PROT_A_C,-7.55,train,test,train,train,train
2MFG_11_RNA_B_D_2MFG_11_PROT_A_C,-7.55,train,test,train,train,train
2MFG_12_RNA_B_D_2MFG_12_PROT_A_C,-7.55,train,test,train,train,train
2MFG_13_RNA_B_D_2MFG_13_PROT_A_C,-7.55,train,test,train,train,train
2MFG_14_RNA_B_D_2MFG_14_PROT_A_C,-7.55,train,test,train,train,train
2MFG_15_RNA_B_D_2MFG_15_PROT_A_C,-7.55,train,test,train,train,train
2MFG_16_RNA_B_D_2MFG_16_PROT_A_C,-7.55,train,test,train,train,train
2MFG_17_RNA_B_D_2MFG_17_PROT_A_C,-7.55,train,test,train,train,train
2MFG_18_RNA_B_D_2MFG_18_PROT_A_C,-7.55,train,test,train,train,train
2MFG_19_RNA_B_D_2MFG_19_PROT_A_C,-7.55,train,test,train,train,train
2MFG_1_RNA_B_D_2MFG_1_PROT_A_C,-7.55,train,test,train,train,train
2MFG_2_RNA_B_D_2MFG_2_PROT_A_C,-7.55,train,test,train,train,train
2MFG_3_RNA_B_D_2MFG_3_PROT_A_C,-7.55,train,test,train,train,train
2MFG_4_RNA_B_D_2MFG_4_PROT_A_C,-7.55,train,test,train,train,train
2MFG_5_RNA_B_D_2MFG_5_PROT_A_C,-7.55,train,test,train,train,train
2MFG_6_RNA_B_D_2MFG_6_PROT_A_C,-7.55,train,test,train,train,train
2MFG_7_RNA_B_D_2MFG_7_PROT_A_C,-7.55,train,test,train,train,train
2MFG_8_RNA_B_D_2MFG_8_PROT_A_C,-7.55,train,test,train,train,train
2MFG_9_RNA_B_D_2MFG_9_PROT_A_C,-7.55,train,test,train,train,train
2MFH_0_RNA_B_D_2MFH_0_PROT_A_C,-7.439,train,test,train,train,train
2MFH_10_RNA_B_D_2MFH_10_PROT_A_C,-7.439,train,test,train,train,train
2MFH_11_RNA_B_D_2MFH_11_PROT_A_C,-7.439,train,test,train,train,train
2MFH_12_RNA_B_D_2MFH_12_PROT_A_C,-7.439,train,test,train,train,train
2MFH_13_RNA_B_D_2MFH_13_PROT_A_C,-7.439,train,test,train,train,train
2MFH_14_RNA_B_D_2MFH_14_PROT_A_C,-7.439,train,test,train,train,train
2MFH_15_RNA_B_D_2MFH_15_PROT_A_C,-7.439,train,test,train,train,train
2MFH_16_RNA_B_D_2MFH_16_PROT_A_C,-7.439,train,test,train,train,train
2MFH_17_RNA_B_D_2MFH_17_PROT_A_C,-7.439,train,test,train,train,train
2MFH_18_RNA_B_D_2MFH_18_PROT_A_C,-7.439,train,test,train,train,train
2MFH_19_RNA_B_D_2MFH_19_PROT_A_C,-7.439,train,test,train,train,train
2MFH_1_RNA_B_D_2MFH_1_PROT_A_C,-7.439,train,test,train,train,train
2MFH_2_RNA_B_D_2MFH_2_PROT_A_C,-7.439,train,test,train,train,train
2MFH_3_RNA_B_D_2MFH_3_PROT_A_C,-7.439,train,test,train,train,train
2MFH_4_RNA_B_D_2MFH_4_PROT_A_C,-7.439,train,test,train,train,train
2MFH_5_RNA_B_D_2MFH_5_PROT_A_C,-7.439,train,test,train,train,train
2MFH_6_RNA_B_D_2MFH_6_PROT_A_C,-7.439,train,test,train,train,train
2MFH_7_RNA_B_D_2MFH_7_PROT_A_C,-7.439,train,test,train,train,train
2MFH_8_RNA_B_D_2MFH_8_PROT_A_C,-7.439,train,test,train,train,train
2MFH_9_RNA_B_D_2MFH_9_PROT_A_C,-7.439,train,test,train,train,train
2MJH_0_RNA_B_2MJH_0_PROT_A,-9.837,test,train,train,train,train
2MJH_10_RNA_B_2MJH_10_PROT_A,-9.837,test,train,train,train,train
2MJH_11_RNA_B_2MJH_11_PROT_A,-9.837,test,train,train,train,train
2MJH_12_RNA_B_2MJH_12_PROT_A,-9.837,test,train,train,train,train
2MJH_13_RNA_B_2MJH_13_PROT_A,-9.837,test,train,train,train,train
2MJH_14_RNA_B_2MJH_14_PROT_A,-9.837,test,train,train,train,train
2MJH_15_RNA_B_2MJH_15_PROT_A,-9.837,test,train,train,train,train
2MJH_16_RNA_B_2MJH_16_PROT_A,-9.837,test,train,train,train,train
2MJH_17_RNA_B_2MJH_17_PROT_A,-9.837,test,train,train,train,train
2MJH_18_RNA_B_2MJH_18_PROT_A,-9.837,test,train,train,train,train
2MJH_19_RNA_B_2MJH_19_PROT_A,-9.837,test,train,train,train,train
2MJH_1_RNA_B_2MJH_1_PROT_A,-9.837,test,train,train,train,train
2MJH_2_RNA_B_2MJH_2_PROT_A,-9.837,test,train,train,train,train
2MJH_3_RNA_B_2MJH_3_PROT_A,-9.837,test,train,train,train,train
2MJH_4_RNA_B_2MJH_4_PROT_A,-9.837,test,train,train,train,train
2MJH_5_RNA_B_2MJH_5_PROT_A,-9.837,test,train,train,train,train
2MJH_6_RNA_B_2MJH_6_PROT_A,-9.837,test,train,train,train,train
2MJH_7_RNA_B_2MJH_7_PROT_A,-9.837,test,train,train,train,train
2MJH_8_RNA_B_2MJH_8_PROT_A,-9.837,test,train,train,train,train
2MJH_9_RNA_B_2MJH_9_PROT_A,-9.837,test,train,train,train,train
2MKI_0_RNA_B_2MKI_0_PROT_A,-9.63,train,train,train,test,train
2MKI_10_RNA_B_2MKI_10_PROT_A,-9.63,train,train,train,test,train
2MKI_11_RNA_B_2MKI_11_PROT_A,-9.63,train,train,train,test,train
2MKI_12_RNA_B_2MKI_12_PROT_A,-9.63,train,train,train,test,train
2MKI_13_RNA_B_2MKI_13_PROT_A,-9.63,train,train,train,test,train
2MKI_14_RNA_B_2MKI_14_PROT_A,-9.63,train,train,train,test,train
2MKI_15_RNA_B_2MKI_15_PROT_A,-9.63,train,train,train,test,train
2MKI_16_RNA_B_2MKI_16_PROT_A,-9.63,train,train,train,test,train
2MKI_17_RNA_B_2MKI_17_PROT_A,-9.63,train,train,train,test,train
2MKI_18_RNA_B_2MKI_18_PROT_A,-9.63,train,train,train,test,train
2MKI_19_RNA_B_2MKI_19_PROT_A,-9.63,train,train,train,test,train
2MKI_1_RNA_B_2MKI_1_PROT_A,-9.63,train,train,train,test,train
2MKI_2_RNA_B_2MKI_2_PROT_A,-9.63,train,train,train,test,train
2MKI_3_RNA_B_2MKI_3_PROT_A,-9.63,train,train,train,test,train
2MKI_4_RNA_B_2MKI_4_PROT_A,-9.63,train,train,train,test,train
2MKI_5_RNA_B_2MKI_5_PROT_A,-9.63,train,train,train,test,train
2MKI_6_RNA_B_2MKI_6_PROT_A,-9.63,train,train,train,test,train
2MKI_7_RNA_B_2MKI_7_PROT_A,-9.63,train,train,train,test,train
2MKI_8_RNA_B_2MKI_8_PROT_A,-9.63,train,train,train,test,train
2MKI_9_RNA_B_2MKI_9_PROT_A,-9.63,train,train,train,test,train
2MKK_0_RNA_B_2MKK_0_PROT_A,-7.91,train,train,test,train,train
2MKK_1_RNA_B_2MKK_1_PROT_A,-7.91,train,train,test,train,train
2MKK_2_RNA_B_2MKK_2_PROT_A,-7.91,train,train,test,train,train
2MKK_3_RNA_B_2MKK_3_PROT_A,-7.91,train,train,test,train,train
2MKK_4_RNA_B_2MKK_4_PROT_A,-7.91,train,train,test,train,train
2MKK_5_RNA_B_2MKK_5_PROT_A,-7.91,train,train,test,train,train
2MKK_6_RNA_B_2MKK_6_PROT_A,-7.91,train,train,test,train,train
2MKK_7_RNA_B_2MKK_7_PROT_A,-7.91,train,train,test,train,train
2MKK_8_RNA_B_2MKK_8_PROT_A,-7.91,train,train,test,train,train
2MKK_9_RNA_B_2MKK_9_PROT_A,-7.91,train,train,test,train,train
2MKN_0_RNA_B_C_2MKN_0_PROT_A,-10.42,train,train,train,train,test
2MQV_0_RNA_B_2MQV_0_PROT_A,-10.201,train,train,train,test,train
2MQV_1_RNA_B_2MQV_1_PROT_A,-10.201,train,train,train,test,train
2MQV_2_RNA_B_2MQV_2_PROT_A,-10.201,train,train,train,test,train
2MQV_3_RNA_B_2MQV_3_PROT_A,-10.201,train,train,train,test,train
2MQV_4_RNA_B_2MQV_4_PROT_A,-10.201,train,train,train,test,train
2MQV_5_RNA_B_2MQV_5_PROT_A,-10.201,train,train,train,test,train
2MQV_6_RNA_B_2MQV_6_PROT_A,-10.201,train,train,train,test,train
2MQV_7_RNA_B_2MQV_7_PROT_A,-10.201,train,train,train,test,train
2MQV_8_RNA_B_2MQV_8_PROT_A,-10.201,train,train,train,test,train
2MQV_9_RNA_B_2MQV_9_PROT_A,-10.201,train,train,train,test,train
2MS1_0_RNA_B_2MS1_0_PROT_A,-11.45,train,train,train,test,train
2MS1_1_RNA_B_2MS1_1_PROT_A,-11.45,train,train,train,test,train
2MS1_2_RNA_B_2MS1_2_PROT_A,-11.45,train,train,train,test,train
2MS1_3_RNA_B_2MS1_3_PROT_A,-11.45,train,train,train,test,train
2MS1_4_RNA_B_2MS1_4_PROT_A,-11.45,train,train,train,test,train
2MS1_5_RNA_B_2MS1_5_PROT_A,-11.45,train,train,train,test,train
2MS1_6_RNA_B_2MS1_6_PROT_A,-11.45,train,train,train,test,train
2MS1_7_RNA_B_2MS1_7_PROT_A,-11.45,train,train,train,test,train
2MS1_8_RNA_B_2MS1_8_PROT_A,-11.45,train,train,train,test,train
2MS1_9_RNA_B_2MS1_9_PROT_A,-11.45,train,train,train,test,train
2MTV_0_RNA_B_2MTV_0_PROT_A,-9.527,train,test,train,train,train
2MTV_10_RNA_B_2MTV_10_PROT_A,-9.527,train,test,train,train,train
2MTV_11_RNA_B_2MTV_11_PROT_A,-9.527,train,test,train,train,train
2MTV_12_RNA_B_2MTV_12_PROT_A,-9.527,train,test,train,train,train
2MTV_13_RNA_B_2MTV_13_PROT_A,-9.527,train,test,train,train,train
2MTV_14_RNA_B_2MTV_14_PROT_A,-9.527,train,test,train,train,train
2MTV_15_RNA_B_2MTV_15_PROT_A,-9.527,train,test,train,train,train
2MTV_16_RNA_B_2MTV_16_PROT_A,-9.527,train,test,train,train,train
2MTV_17_RNA_B_2MTV_17_PROT_A,-9.527,train,test,train,train,train
2MTV_18_RNA_B_2MTV_18_PROT_A,-9.527,train,test,train,train,train
2MTV_19_RNA_B_2MTV_19_PROT_A,-9.527,train,test,train,train,train
2MTV_1_RNA_B_2MTV_1_PROT_A,-9.527,train,test,train,train,train
2MTV_2_RNA_B_2MTV_2_PROT_A,-9.527,train,test,train,train,train
2MTV_3_RNA_B_2MTV_3_PROT_A,-9.527,train,test,train,train,train
2MTV_4_RNA_B_2MTV_4_PROT_A,-9.527,train,test,train,train,train
2MTV_5_RNA_B_2MTV_5_PROT_A,-9.527,train,test,train,train,train
2MTV_6_RNA_B_2MTV_6_PROT_A,-9.527,train,test,train,train,train
2MTV_7_RNA_B_2MTV_7_PROT_A,-9.527,train,test,train,train,train
2MTV_8_RNA_B_2MTV_8_PROT_A,-9.527,train,test,train,train,train
2MTV_9_RNA_B_2MTV_9_PROT_A,-9.527,train,test,train,train,train
2MXY_0_RNA_B_2MXY_0_PROT_A,-7.64,test,train,train,train,train
2MXY_10_RNA_B_2MXY_10_PROT_A,-7.64,test,train,train,train,train
2MXY_11_RNA_B_2MXY_11_PROT_A,-7.64,test,train,train,train,train
2MXY_12_RNA_B_2MXY_12_PROT_A,-7.64,test,train,train,train,train
2MXY_13_RNA_B_2MXY_13_PROT_A,-7.64,test,train,train,train,train
2MXY_14_RNA_B_2MXY_14_PROT_A,-7.64,test,train,train,train,train
2MXY_15_RNA_B_2MXY_15_PROT_A,-7.64,test,train,train,train,train
2MXY_16_RNA_B_2MXY_16_PROT_A,-7.64,test,train,train,train,train
2MXY_17_RNA_B_2MXY_17_PROT_A,-7.64,test,train,train,train,train
2MXY_18_RNA_B_2MXY_18_PROT_A,-7.64,test,train,train,train,train
2MXY_19_RNA_B_2MXY_19_PROT_A,-7.64,test,train,train,train,train
2MXY_1_RNA_B_2MXY_1_PROT_A,-7.64,test,train,train,train,train
2MXY_2_RNA_B_2MXY_2_PROT_A,-7.64,test,train,train,train,train
2MXY_3_RNA_B_2MXY_3_PROT_A,-7.64,test,train,train,train,train
2MXY_4_RNA_B_2MXY_4_PROT_A,-7.64,test,train,train,train,train
2MXY_5_RNA_B_2MXY_5_PROT_A,-7.64,test,train,train,train,train
2MXY_6_RNA_B_2MXY_6_PROT_A,-7.64,test,train,train,train,train
2MXY_7_RNA_B_2MXY_7_PROT_A,-7.64,test,train,train,train,train
2MXY_8_RNA_B_2MXY_8_PROT_A,-7.64,test,train,train,train,train
2MXY_9_RNA_B_2MXY_9_PROT_A,-7.64,test,train,train,train,train
2MZ1_0_RNA_B_2MZ1_0_PROT_A,-6.761,test,train,train,train,train
2MZ1_10_RNA_B_2MZ1_10_PROT_A,-6.761,test,train,train,train,train
2MZ1_11_RNA_B_2MZ1_11_PROT_A,-6.761,test,train,train,train,train
2MZ1_12_RNA_B_2MZ1_12_PROT_A,-6.761,test,train,train,train,train
2MZ1_13_RNA_B_2MZ1_13_PROT_A,-6.761,test,train,train,train,train
2MZ1_14_RNA_B_2MZ1_14_PROT_A,-6.761,test,train,train,train,train
2MZ1_15_RNA_B_2MZ1_15_PROT_A,-6.761,test,train,train,train,train
2MZ1_16_RNA_B_2MZ1_16_PROT_A,-6.761,test,train,train,train,train
2MZ1_17_RNA_B_2MZ1_17_PROT_A,-6.761,test,train,train,train,train
2MZ1_18_RNA_B_2MZ1_18_PROT_A,-6.761,test,train,train,train,train
2MZ1_19_RNA_B_2MZ1_19_PROT_A,-6.761,test,train,train,train,train
2MZ1_1_RNA_B_2MZ1_1_PROT_A,-6.761,test,train,train,train,train
2MZ1_2_RNA_B_2MZ1_2_PROT_A,-6.761,test,train,train,train,train
2MZ1_3_RNA_B_2MZ1_3_PROT_A,-6.761,test,train,train,train,train
2MZ1_4_RNA_B_2MZ1_4_PROT_A,-6.761,test,train,train,train,train
2MZ1_5_RNA_B_2MZ1_5_PROT_A,-6.761,test,train,train,train,train
2MZ1_6_RNA_B_2MZ1_6_PROT_A,-6.761,test,train,train,train,train
2MZ1_7_RNA_B_2MZ1_7_PROT_A,-6.761,test,train,train,train,train
2MZ1_8_RNA_B_2MZ1_8_PROT_A,-6.761,test,train,train,train,train
2MZ1_9_RNA_B_2MZ1_9_PROT_A,-6.761,test,train,train,train,train
2N82_0_RNA_A_2N82_0_PROT_B,-10.455,train,train,test,train,train
2N82_10_RNA_A_2N82_10_PROT_B,-10.455,train,train,test,train,train
2N82_11_RNA_A_2N82_11_PROT_B,-10.455,train,train,test,train,train
2N82_12_RNA_A_2N82_12_PROT_B,-10.455,train,train,test,train,train
2N82_13_RNA_A_2N82_13_PROT_B,-10.455,train,train,test,train,train
2N82_14_RNA_A_2N82_14_PROT_B,-10.455,train,train,test,train,train
2N82_15_RNA_A_2N82_15_PROT_B,-10.455,train,train,test,train,train
2N82_16_RNA_A_2N82_16_PROT_B,-10.455,train,train,test,train,train
2N82_17_RNA_A_2N82_17_PROT_B,-10.455,train,train,test,train,train
2N82_18_RNA_A_2N82_18_PROT_B,-10.455,train,train,test,train,train
2N82_19_RNA_A_2N82_19_PROT_B,-10.455,train,train,test,train,train
2N82_1_RNA_A_2N82_1_PROT_B,-10.455,train,train,test,train,train
2N82_2_RNA_A_2N82_2_PROT_B,-10.455,train,train,test,train,train
2N82_3_RNA_A_2N82_3_PROT_B,-10.455,train,train,test,train,train
2N82_4_RNA_A_2N82_4_PROT_B,-10.455,train,train,test,train,train
2N82_5_RNA_A_2N82_5_PROT_B,-10.455,train,train,test,train,train
2N82_6_RNA_A_2N82_6_PROT_B,-10.455,train,train,test,train,train
2N82_7_RNA_A_2N82_7_PROT_B,-10.455,train,train,test,train,train
2N82_8_RNA_A_2N82_8_PROT_B,-10.455,train,train,test,train,train
2N82_9_RNA_A_2N82_9_PROT_B,-10.455,train,train,test,train,train
2PJP_0_RNA_B_2PJP_0_PROT_A,-12.98,test,train,train,train,train
2QUX_0_RNA_C_2QUX_0_PROT_A_B,-12.01,train,train,test,train,train
2R8S_0_RNA_R_2R8S_0_PROT_H_L,-9.94,test,train,train,train,train
2RQC_0_RNA_B_2RQC_0_PROT_A,-7.8,train,train,train,train,test
2RQC_10_RNA_B_2RQC_10_PROT_A,-7.8,train,train,train,train,test
2RQC_11_RNA_B_2RQC_11_PROT_A,-7.8,train,train,train,train,test
2RQC_12_RNA_B_2RQC_12_PROT_A,-7.8,train,train,train,train,test
2RQC_13_RNA_B_2RQC_13_PROT_A,-7.8,train,train,train,train,test
2RQC_14_RNA_B_2RQC_14_PROT_A,-7.8,train,train,train,train,test
2RQC_15_RNA_B_2RQC_15_PROT_A,-7.8,train,train,train,train,test
2RQC_16_RNA_B_2RQC_16_PROT_A,-7.8,train,train,train,train,test
2RQC_17_RNA_B_2RQC_17_PROT_A,-7.8,train,train,train,train,test
2RQC_18_RNA_B_2RQC_18_PROT_A,-7.8,train,train,train,train,test
2RQC_19_RNA_B_2RQC_19_PROT_A,-7.8,train,train,train,train,test
2RQC_1_RNA_B_2RQC_1_PROT_A,-7.8,train,train,train,train,test
2RQC_2_RNA_B_2RQC_2_PROT_A,-7.8,train,train,train,train,test
2RQC_3_RNA_B_2RQC_3_PROT_A,-7.8,train,train,train,train,test
2RQC_4_RNA_B_2RQC_4_PROT_A,-7.8,train,train,train,train,test
2RQC_5_RNA_B_2RQC_5_PROT_A,-7.8,train,train,train,train,test
2RQC_6_RNA_B_2RQC_6_PROT_A,-7.8,train,train,train,train,test
2RQC_7_RNA_B_2RQC_7_PROT_A,-7.8,train,train,train,train,test
2RQC_8_RNA_B_2RQC_8_PROT_A,-7.8,train,train,train,train,test
2RQC_9_RNA_B_2RQC_9_PROT_A,-7.8,train,train,train,train,test
2RRA_0_RNA_B_2RRA_0_PROT_A,-7.94,train,train,train,train,test
2RRA_10_RNA_B_2RRA_10_PROT_A,-7.94,train,train,train,train,test
2RRA_11_RNA_B_2RRA_11_PROT_A,-7.94,train,train,train,train,test
2RRA_12_RNA_B_2RRA_12_PROT_A,-7.94,train,train,train,train,test
2RRA_13_RNA_B_2RRA_13_PROT_A,-7.94,train,train,train,train,test
2RRA_14_RNA_B_2RRA_14_PROT_A,-7.94,train,train,train,train,test
2RRA_15_RNA_B_2RRA_15_PROT_A,-7.94,train,train,train,train,test
2RRA_16_RNA_B_2RRA_16_PROT_A,-7.94,train,train,train,train,test
2RRA_17_RNA_B_2RRA_17_PROT_A,-7.94,train,train,train,train,test
2RRA_18_RNA_B_2RRA_18_PROT_A,-7.94,train,train,train,train,test
2RRA_19_RNA_B_2RRA_19_PROT_A,-7.94,train,train,train,train,test
2RRA_1_RNA_B_2RRA_1_PROT_A,-7.94,train,train,train,train,test
2RRA_2_RNA_B_2RRA_2_PROT_A,-7.94,train,train,train,train,test
2RRA_3_RNA_B_2RRA_3_PROT_A,-7.94,train,train,train,train,test
2RRA_4_RNA_B_2RRA_4_PROT_A,-7.94,train,train,train,train,test
2RRA_5_RNA_B_2RRA_5_PROT_A,-7.94,train,train,train,train,test
2RRA_6_RNA_B_2RRA_6_PROT_A,-7.94,train,train,train,train,test
2RRA_7_RNA_B_2RRA_7_PROT_A,-7.94,train,train,train,train,test
2RRA_8_RNA_B_2RRA_8_PROT_A,-7.94,train,train,train,train,test
2RRA_9_RNA_B_2RRA_9_PROT_A,-7.94,train,train,train,train,test
2RU3_0_RNA_B_2RU3_0_PROT_A,-8.519,train,test,train,train,train
2RU3_10_RNA_B_2RU3_10_PROT_A,-8.519,train,test,train,train,train
2RU3_11_RNA_B_2RU3_11_PROT_A,-8.519,train,test,train,train,train
2RU3_12_RNA_B_2RU3_12_PROT_A,-8.519,train,test,train,train,train
2RU3_13_RNA_B_2RU3_13_PROT_A,-8.519,train,test,train,train,train
2RU3_14_RNA_B_2RU3_14_PROT_A,-8.519,train,test,train,train,train
2RU3_15_RNA_B_2RU3_15_PROT_A,-8.519,train,test,train,train,train
2RU3_16_RNA_B_2RU3_16_PROT_A,-8.519,train,test,train,train,train
2RU3_17_RNA_B_2RU3_17_PROT_A,-8.519,train,test,train,train,train
2RU3_18_RNA_B_2RU3_18_PROT_A,-8.519,train,test,train,train,train
2RU3_19_RNA_B_2RU3_19_PROT_A,-8.519,train,test,train,train,train
2RU3_1_RNA_B_2RU3_1_PROT_A,-8.519,train,test,train,train,train
2RU3_2_RNA_B_2RU3_2_PROT_A,-8.519,train,test,train,train,train
2RU3_3_RNA_B_2RU3_3_PROT_A,-8.519,train,test,train,train,train
2RU3_4_RNA_B_2RU3_4_PROT_A,-8.519,train,test,train,train,train
2RU3_5_RNA_B_2RU3_5_PROT_A,-8.519,train,test,train,train,train
2RU3_6_RNA_B_2RU3_6_PROT_A,-8.519,train,test,train,train,train
2RU3_7_RNA_B_2RU3_7_PROT_A,-8.519,train,test,train,train,train
2RU3_8_RNA_B_2RU3_8_PROT_A,-8.519,train,test,train,train,train
2RU3_9_RNA_B_2RU3_9_PROT_A,-8.519,train,test,train,train,train
2UWM_0_RNA_C_D_2UWM_0_PROT_A_B,-7.09,train,train,test,train,train
2VPL_0_RNA_B_2VPL_0_PROT_A,-11.0,train,train,train,train,test
2X1A_0_RNA_B_2X1A_0_PROT_A,-7.13,train,test,train,train,train
2XC7_0_RNA_P_2XC7_0_PROT_A,-7.073,train,train,test,train,train
2XC7_1_RNA_P_2XC7_1_PROT_A,-7.073,train,train,test,train,train
2XC7_2_RNA_P_2XC7_2_PROT_A,-7.073,train,train,test,train,train
2XC7_3_RNA_P_2XC7_3_PROT_A,-7.073,train,train,test,train,train
2XC7_4_RNA_P_2XC7_4_PROT_A,-7.073,train,train,test,train,train
2XC7_5_RNA_P_2XC7_5_PROT_A,-7.073,train,train,test,train,train
2XC7_6_RNA_P_2XC7_6_PROT_A,-7.073,train,train,test,train,train
2XC7_7_RNA_P_2XC7_7_PROT_A,-7.073,train,train,test,train,train
2XC7_8_RNA_P_2XC7_8_PROT_A,-7.073,train,train,test,train,train
2XC7_9_RNA_P_2XC7_9_PROT_A,-7.073,train,train,test,train,train
2XFM_0_RNA_B_2XFM_0_PROT_A,-8.24,train,train,train,test,train
2XFM_1_RNA_B_2XFM_1_PROT_A,-8.24,train,train,train,test,train
2XFM_2_RNA_B_2XFM_2_PROT_A,-8.24,train,train,train,test,train
2XFM_3_RNA_B_2XFM_3_PROT_A,-8.24,train,train,train,test,train
2XFM_4_RNA_B_2XFM_4_PROT_A,-8.24,train,train,train,test,train
2XFM_5_RNA_B_2XFM_5_PROT_A,-8.24,train,train,train,test,train
2XFM_6_RNA_B_2XFM_6_PROT_A,-8.24,train,train,train,test,train
2XFM_7_RNA_B_2XFM_7_PROT_A,-8.24,train,train,train,test,train
2XFM_8_RNA_B_2XFM_8_PROT_A,-8.24,train,train,train,test,train
2XFM_9_RNA_B_2XFM_9_PROT_A,-8.24,train,train,train,test,train
2XS2_0_RNA_B_2XS2_0_PROT_A,-10.11,train,test,train,train,train
2XZL_0_RNA_B_2XZL_0_PROT_A,-9.128,test,train,train,train,train
2Y8W_0_RNA_B_2Y8W_0_PROT_A,-11.4,train,train,test,train,train
2YH1_0_RNA_B_2YH1_0_PROT_A,-8.02,train,train,test,train,train
2YH1_1_RNA_B_2YH1_1_PROT_A,-8.02,train,train,test,train,train
2YH1_2_RNA_B_2YH1_2_PROT_A,-8.02,train,train,test,train,train
2YH1_3_RNA_B_2YH1_3_PROT_A,-8.02,train,train,test,train,train
2YH1_4_RNA_B_2YH1_4_PROT_A,-8.02,train,train,test,train,train
2YH1_5_RNA_B_2YH1_5_PROT_A,-8.02,train,train,test,train,train
2YH1_6_RNA_B_2YH1_6_PROT_A,-8.02,train,train,test,train,train
2YH1_7_RNA_B_2YH1_7_PROT_A,-8.02,train,train,test,train,train
2YH1_8_RNA_B_2YH1_8_PROT_A,-8.02,train,train,test,train,train
2YH1_9_RNA_B_2YH1_9_PROT_A,-8.02,train,train,test,train,train
2ZI0_0_RNA_C_D_2ZI0_0_PROT_A_B,-9.72,train,train,train,train,test
2ZKO_0_RNA_C_D_2ZKO_0_PROT_A_B,-7.91,test,train,train,train,train
2ZZN_0_RNA_C_2ZZN_0_PROT_A,-9.24,train,train,train,test,train
3ADB_0_RNA_C_3ADB_0_PROT_A,-9.81,train,train,train,train,test
3ADL_0_RNA_B_C_3ADL_0_PROT_A,-9.53,test,train,train,train,train
3AEV_0_RNA_C_3AEV_0_PROT_A_B,-12.28,train,train,test,train,train
3AM1_0_RNA_B_3AM1_0_PROT_A,-10.102,train,train,train,train,test
3BSB_0_RNA_C_3BSB_0_PROT_B,-10.392,train,train,train,train,test
3BSU_0_RNA_D_3BSU_0_PROT_A_B_C,-9.134,train,train,train,test,train
3BSX_0_RNA_C_3BSX_0_PROT_A,-11.662,train,train,train,train,test
3BX2_0_RNA_C_3BX2_0_PROT_A,-9.97,train,train,test,train,train
3BX3_0_RNA_C_3BX3_0_PROT_A,-9.875,train,train,test,train,train
3D2S_0_RNA_E_3D2S_0_PROT_A,-9.38,train,test,train,train,train
3DD2_0_RNA_B_3DD2_0_PROT_H_L,-12.13,train,train,test,train,train
3EGZ_0_RNA_B_3EGZ_0_PROT_A,-12.574,train,train,train,test,train
3EQT_0_RNA_C_D_3EQT_0_PROT_A_B,-9.52,train,train,train,train,test
3FHT_0_RNA_C_3FHT_0_PROT_A,-10.13,train,train,test,train,train
3I5X_0_RNA_B_3I5X_0_PROT_A,-11.861,train,train,train,train,test
3IAB_0_RNA_R_3IAB_0_PROT_A_B,-9.65,train,test,train,train,train
3IWN_0_RNA_A_3IWN_0_PROT_C,-12.271,train,train,train,test,train
3K0J_0_RNA_E_3K0J_0_PROT_A_D,-10.994,train,train,train,test,train
3K49_0_RNA_B_3K49_0_PROT_A,-12.05,train,train,train,test,train
3K4E_0_RNA_B_3K4E_0_PROT_A,-11.621,train,train,train,test,train
3K5Q_0_RNA_B_3K5Q_0_PROT_A,-10.007,train,test,train,train,train
3K5Y_0_RNA_B_3K5Y_0_PROT_A,-10.197,train,test,train,train,train
3K5Z_0_RNA_B_3K5Z_0_PROT_A,-10.096,train,test,train,train,train
3K61_0_RNA_B_3K61_0_PROT_A,-9.563,train,test,train,train,train
3K62_0_RNA_B_3K62_0_PROT_A,-8.74,train,test,train,train,train
3K64_0_RNA_B_3K64_0_PROT_A,-9.921,train,test,train,train,train
3LRN_0_RNA_C_D_3LRN_0_PROT_A_B,-12.95,train,train,train,test,train
3MDG_0_RNA_C_3MDG_0_PROT_A,-7.27,test,train,train,train,train
3NCU_0_RNA_C_D_3NCU_0_PROT_A_B,-10.273,train,train,train,test,train
3NMR_0_RNA_B_3NMR_0_PROT_A,-8.44,train,test,train,train,train
3O3I_0_RNA_A_3O3I_0_PROT_X,-6.52,train,train,train,test,train
3O6E_0_RNA_A_3O6E_0_PROT_X,-7.073,train,train,train,test,train
3O7V_0_RNA_A_3O7V_0_PROT_X,-7.77,train,train,train,test,train
3PF4_0_RNA_R_3PF4_0_PROT_B,-9.27,train,train,test,train,train
3PF5_0_RNA_R_3PF5_0_PROT_B,-8.53,train,train,test,train,train
3Q0L_0_RNA_C_3Q0L_0_PROT_A,-12.327,train,train,train,train,test
3Q0M_0_RNA_C_3Q0M_0_PROT_A,-12.545,train,train,train,train,test
3Q0N_0_RNA_C_3Q0N_0_PROT_A,-10.53,train,train,train,train,test
3Q0P_0_RNA_C_3Q0P_0_PROT_A,-12.814,train,train,train,train,test
3Q0S_0_RNA_B_3Q0S_0_PROT_A,-10.848,train,train,train,train,test
3QG9_0_RNA_B_3QG9_0_PROT_A,-10.56,train,test,train,train,train
3QGB_0_RNA_B_3QGB_0_PROT_A,-11.53,train,test,train,train,train
3QGC_0_RNA_B_3QGC_0_PROT_A,-10.984,train,test,train,train,train
